Name	MOA	Target	Disease Area	Indication	Vendor	Purity	Id	Phase
alendronate	bone resorption inhibitor	ATP6V1A, FDPS, PTPN4, PTPRE, PTPRS	orthopedics	osteoporosis	Selleck, MicroSource, Selleck	0	BRD-K75527158-360-06-4, BRD-K75527158-360-05-6, BRD-K75527158-360-04-9	Launched
alexidine	phosphatidylglycerophosphatase inhibitor	PTPMT1			Selleck	91.99	BRD-A27883417-300-01-6	Preclinical
alfacalcidol	vitamin D receptor agonist	CYP27B1, VDR	endocrinology	vitamin D deficiency	Selleck, MedChemEx, Selleck	91.26	BRD-K49522529-001-02-9, BRD-K49522529-001-01-1, BRD-K49522529-001-03-7	Launched
alfadolone-acetate	benzodiazepine receptor agonist				Prestwick	100	BRD-K51751936-001-09-1	Phase 2
alfaxalone	chloride channel agonist, benzodiazepine receptor agonist	GABBR1	neurology/psychiatry	general anaesthetic	Prestwick	98.88	BRD-K41445866-001-18-8	Launched
alfuzosin	adrenergic receptor antagonist	ADRA1A, ADRA1B, ADRA1D, KCNH2	urology	benign prostatic hyperplasia (BPH)	MicroSource, Selleck	93.3	BRD-A09056319-003-08-5, BRD-A09056319-003-07-7	Launched
algestone-acetophenide			endocrinology	contraceptive	Prestwick	96.88	BRD-A41774846-001-01-4	Launched
alibendol	antispasmodic		gastroenterology	bile stimulation	Selleck	97.28	BRD-K60102752-001-02-2	Launched
alimemazine	histamine receptor agonist	HRH1	neurology/psychiatry	sedative	MicroSource	80.57	BRD-A49225603-045-10-0	Launched
alisertib	Aurora kinase inhibitor	AURKA			Selleck	98.27	BRD-K75295174-001-05-0	Phase 3
aliskiren-hemifumarate	renin inhibitor	REN	cardiology	hypertension	Tocris, MicroSource, Selleck	95.42	BRD-K30020243-051-04-1, BRD-K30020243-051-02-5, BRD-K30020243-051-03-3	Launched
alizapride	dopamine receptor antagonist	DRD2	gastroenterology	nausea	Selleck	97.32	BRD-A03061970-003-07-3	Launched
alizarin					Selleck, Selleck	92.04	BRD-K73191876-001-12-0, BRD-K73191876-001-11-2	Preclinical
allantoin	cosmetic		dermatology	skin protectant	MicroSource	97.81	BRD-A96407378-001-15-1	Launched
allicin	cytokine production inhibitor	TRPA1, TRPV1			AKSci	0	BRD-A60402836-001-01-0	Phase 2
allopregnanolone	GABA receptor positive allosteric modulator	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB2, GABRG2			Tocris	93.1	BRD-A03204438-001-02-0	Phase 2
allopurinol	xanthine oxidase inhibitor	XDH	rheumatology, urology	gout, kidney stones	Selleck, MicroSource, Selleck	100	BRD-K86307448-001-19-1, BRD-K86307448-001-17-5, BRD-K86307448-001-16-7	Launched
allopurinol-riboside	anti-leishmanial agent				Berry	100	BRD-A93407926-001-01-1	Phase 2
allylestrenol	steroidal progestin	ESR1, PGR, SLC6A9	obstetrics/gynecology	premature labor	ChemImpex	0	BRD-K12872829-001-01-0	Launched
allylisothiocyanate	TRPV agonist	TRPA1			MicroSource	0	BRD-K33219225-001-01-9	Preclinical
allylthiourea	nitrification inhibitor				Selleck, MicroSource	99.28	BRD-K89634775-001-08-1, BRD-K89634775-001-09-9	Preclinical
almitrine	neurotransmitter agonist	ATP1A1	pulmonary	chronic obstructive pulmonary disease (COPD)	AKSci	99.06	BRD-K82677201-001-01-6	Launched
almorexant	orexin receptor antagonist	HCRTR1, HCRTR2			MedChemEx	90.95	BRD-K84810405-003-01-1	Phase 3
almotriptan	serotonin receptor agonist	HTR1B, HTR1D	neurology/psychiatry	migraine headache	MicroSource, Selleck	93.42	BRD-K67601717-001-03-8, BRD-K67601717-037-02-4	Launched
aloe-emodin	anticancer agent	CASP8			Selleck	94.34	BRD-K04851519-001-06-8	Preclinical
alogliptin	dipeptidyl peptidase inhibitor	DPP4	endocrinology	diabetes mellitus	MicroSource, Selleck, Selleck	93.62	BRD-A27084604-057-01-0, BRD-K83003151-057-02-4, BRD-K83003151-057-01-6	Launched
aloin	angiogenesis inhibitor				Selleck, Selleck, MicroSource	50.52	BRD-K02074536-001-02-7, BRD-K02074536-001-03-5, BRD-K02074536-001-01-9	Preclinical
aloperine					Selleck	97.73	BRD-K96391852-001-02-8	Preclinical
alosetron	serotonin receptor antagonist	HTR3A			Enzo	99.02	BRD-K46742498-003-11-0	Withdrawn
aloxistatin	protease inhibitor	CTSG			MedChemEx, Adooq, Selleck, Selleck	86.09	BRD-K91188791-001-17-5, BRD-K91188791-001-15-9, BRD-K91188791-001-18-3, BRD-K91188791-001-14-2	Phase 3
alpelisib	PI3K inhibitor	PIK3CA, PIK3CB, PIK3CD, PIK3CG			Selleck	91.09	BRD-K54997624-001-06-0	Phase 3
alpha-Asarone	cytochrome P450 inhibitor, HMGCR inhibitor	HMGCR			Cayman	94.23	BRD-K72536715-001-01-5	Preclinical
alpha-D-glucopyranose					Sigma	0	BRD-K87424134-001-01-0	Preclinical
alpha-linolenic-acid	omega 3 fatty acid stimulant	ELOVL4, FADS1, FADS2, FFAR1, FFAR4, PTGS2, SLC8A1, TRPV1			Sigma, Enzo	84.81	BRD-K33396764-001-11-1, BRD-K33396764-001-08-7	Phase 3
alpha-methylhistamine-dihydrobromide-(R)-(-)	histamine receptor agonist	HRH3			Tocris	90.81	BRD-K80028314-303-02-6	Preclinical
alpha-methylhistamine-dihydrobromide-(S)-(+)	histamine receptor agonist	HRH3			Tocris	91.26	BRD-K28308851-303-01-8	Preclinical
alpha-methylserotonin	serotonin receptor agonist	HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR4			Tocris, Tocris	64.4	BRD-A17745711-050-06-2, BRD-A17745711-050-05-4	Preclinical
alpha-tochopherol	antioxidant		endocrinology	vitamin E deficiency	MicroSource	65.25	BRD-A82892199-001-04-1	Launched
alpha-tochopheryl-acetate	antioxidant		endocrinology	vitamin E deficiency	MicroSource	93.36	BRD-A61850409-001-10-7	Launched
alpidem	benzodiazepine receptor agonist	GABRA1			Sigma	98.59	BRD-K66896751-001-02-4	Withdrawn
alprenolol	adrenergic receptor antagonist	ADRB1, ADRB2, HTR1A	cardiology	angina pectoris	MicroSource	98.73	BRD-A00993607-003-24-6	Launched
alprostadil	prostanoid receptor agonist	CATSPER1, CATSPER2, CATSPER3, CATSPER4, PTGDR, PTGER1, PTGER2, PTGER4, PTGIR	cardiology	congenital heart defects	Tocris, Selleck	100	BRD-K52459643-001-15-1, BRD-K52459643-001-17-7	Launched
alrestatin	aldose reductase inhibitor	AKR1B1			Tocris, MicroSource	98.57	BRD-K35498378-001-06-1, BRD-K35498378-001-07-9	Preclinical
ALS-8176	RNA polymerase inhibitor				MedChemEx	95.6	BRD-K21415491-001-01-4	Phase 1
altanserin	serotonin receptor antagonist	HTR2A			Tocris, Tocris	96.89	BRD-K00610438-003-03-3, BRD-K00610438-003-02-5	Phase 2
althiazide	diuretic		cardiology	hypertension	MicroSource	99.56	BRD-A56675431-001-12-3	Launched
altinicline	nicotinic receptor agonist	CHRNA4, CHRNB2			Tocris	95.59	BRD-K52681925-050-01-6	Phase 2
altiratinib	VEGFR inhibitor, MET inhibitor	KDR, MET, TEK			MedChemEx	92.67	BRD-K78627070-001-01-5	Phase 1
altrenogest	progestogen hormone	PGR	endocrinology	estrus	MicroSource, Selleck	100	BRD-K14619660-001-02-3, BRD-K14619660-001-01-5	Launched
altretamine	DNA synthesis inhibitor		oncology	ovarian cancer	MicroSource, Selleck	99.9	BRD-K67043667-001-26-4, BRD-K67043667-001-25-6	Launched
alverine	muscle relaxant	HTR1A	gastroenterology	irritable bowel syndrome, diverticular disease	MicroSource, Selleck	94.35	BRD-K89055274-048-23-5, BRD-K89055274-048-22-7	Launched
alvespimycin	HSP inhibitor	HSP90AA1			Selleck, Selleck	96.5	BRD-K83988098-003-03-4, BRD-K83988098-001-02-0	Phase 2
alvimopan	opioid receptor antagonist	OPRD1, OPRK1, OPRM1	gastroenterology	postoperative ileus	MedChemEx	97.74	BRD-K07857022-002-01-1	Launched
alvocidib	CDK inhibitor	CDK1, CDK2, CDK4, CDK5, CDK6, CDK7, CDK8, CDK9, EGFR, PYGM			Tocris, Selleck	94.16	BRD-K87909389-003-04-2, BRD-K87909389-003-03-4	Phase 2
ALX-5407	Glycine transporter 1 inhibitor	SLC6A9			Tocris, Tocris	98.56	BRD-K53979406-003-03-6, BRD-K53979406-003-02-8	Phase 1
AM-1241	cannabinoid receptor agonist	CNR1, CNR2			Selleck	94.55	BRD-A66116161-001-02-3	Preclinical
AM-24	lipoxygenase inhibitor	ALOX5			Enamine	99.73	BRD-K59013864-001-01-1	Phase 2
AM-251	cannabinoid receptor antagonist	CNR1, GPR18, GPR55			Selleck, Tocris	94.81	BRD-K92000912-001-11-8, BRD-K92000912-001-12-6	Preclinical
AM-281	cannabinoid receptor antagonist	CNR1, CNR2, GPR55			Tocris	95.08	BRD-K59419204-001-02-7	Preclinical
AM-404	cyclooxygenase inhibitor, FAAH inhibitor, TRPV antagonist	CNR1, CNR2, FAAH, TRPV1			Tocris	94.19	BRD-K55462201-001-07-3	Preclinical
AM-580	retinoid receptor agonist	RARA			Tocris, Tocris	98.56	BRD-K06854232-001-19-9, BRD-K06854232-001-22-3	Preclinical
AM-630	cannabinoid receptor antagonist	CNR1, CNR2			Tocris, Tocris	97.26	BRD-K63533170-001-03-7, BRD-K63533170-001-02-9	Preclinical
AM-92016	potassium channel blocker	GRIN1			Tocris, Tocris	89.71	BRD-A11813248-003-03-2, BRD-A11813248-003-02-4	Preclinical
amantadine	glutamate receptor antagonist	DRD2, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A	infectious disease, neurology/psychiatry	influenza A virus infection, Parkinson's Disease	MicroSource, Selleck	100	BRD-K70330367-003-08-7, BRD-K70330367-003-07-9	Launched
ambazone	DNA damage inducer				Kemprotec, Vitas-M, Vitas-M	84	BRD-K11244467-002-01-8, BRD-K11244467-001-09-3, BRD-K11244467-001-08-5	Phase 1
ambenonium	cholinesterase inhibitor	ACHE	neurology/psychiatry	myasthenia gravis	Tocris	93.62	BRD-K11292736-300-02-8	Launched
ambrisentan	endothelin receptor antagonist	EDNRA, EDNRB	pulmonary	pulmonary arterial hypertension (PAH)	Selleck	97.47	BRD-K41185545-001-02-3	Launched
ambroxol	sodium channel blocker	CYP3A4	pulmonary	bronchitis	Tocris, MicroSource, Tocris, Selleck	97.34	BRD-K56558538-003-12-7, BRD-K56558538-003-14-3, BRD-K56558538-003-13-5, BRD-K56558538-003-11-9	Launched
amcinonide	glucocorticoid receptor agonist	ANXA1, NR3C1	dermatology	corticosteroid-responsive dermatoses	MicroSource	96.95	BRD-A36010170-001-04-0	Launched
AMD-3465	CC chemokine receptor antagonist	CXCR4			Tocris	65.06	BRD-K03019184-439-01-0	Preclinical
amdinocillin	bacterial cell wall synthesis inhibitor		infectious disease	urinary tract infections, gram-negative bacterial infections	Sigma	61.16	BRD-K41051431-001-02-4	Launched
AMD11070	CC chemokine receptor antagonist	CXCR4			MedChemEx	92.59	BRD-K42948882-305-01-1	Phase 1/Phase 2
ameltolide	anticonvulsant				Vitas-M	98.29	BRD-K48173020-001-01-8	Preclinical
amezinium	adrenergic receptor agonist	ADRB2			CombiBlocks	74.42	BRD-K51387999-067-01-6	Launched
amfenac	cyclooxygenase inhibitor	PTGS1, PTGS2	neurology/psychiatry	pain relief	Selleck	96.17	BRD-K82122102-323-01-1	Launched
amfepramone	adrenergic receptor agonist	SLC6A2, SLC6A3	endocrinology	obesity	Prestwick	97.41	BRD-A37288617-003-02-2	Launched
amflutizole	xanthine oxidase inhibitor	XDH			Enamine	96.22	BRD-K50813454-001-01-9	Phase 2
AMG-PERK-44	PERK inhibitor	EIF2AK4			Tocris	97.69	BRD-K04374714-003-01-1	Preclinical
AMG-208	tyrosine kinase inhibitor	MET			MedChemEx	99.83	BRD-K32285926-001-02-1	Phase 1
AMG-232	MDM inhibitor	MDM2			MedChemEx	98.92	BRD-K64925568-001-01-8	Phase 1/Phase 2
AMG-319	PI3K inhibitor	PIK3CD			MedChemEx	98.62	BRD-K21077415-001-01-5	Phase 2
AMG-337	MET inhibitor	MET			MedChemEx	92.73	BRD-K27061362-001-01-6	Phase 2
AMG-487	CC chemokine receptor antagonist				MedChemEx	98.21	BRD-K90239174-001-01-8	Phase 2
AMG-487-(+/-)	CC chemokine receptor antagonist	CXCR3			Tocris	97.4	BRD-A01307728-001-01-4	Phase 2
AMG-517	TRPV antagonist	TRPV1			Selleck	97.4	BRD-K34185671-001-02-8	Phase 1
AMG-548	MAP kinase inhibitor	MAPK11, MAPK12, MAPK13, MAPK14			Tocris, Tocris	87.61	BRD-K86673452-001-01-7, BRD-K86673452-001-02-5	Phase 1
AMG-837	free fatty acid receptor agonist	FFAR1			MedChemEx	97.49	BRD-K43802723-340-01-9	Phase 1
AMG-925	CDK inhibitor, FLT3 inhibitor	CDK4, CDK6, FLT3			MedChemEx	94.57	BRD-K97452254-001-01-3	Phase 1
AMG-9810	TRPV antagonist	TRPV1			Tocris, Tocris	98.34	BRD-K01995783-001-01-6, BRD-K01995783-001-02-4	Preclinical
AMG319	PI3K inhibitor	PIK3CD			Selleck	99.26	BRD-A58947127-001-01-6	Phase 2
AMG458	MET inhibitor	MET			Selleck, Selleck	93.71	BRD-K21782625-001-02-4, BRD-K21782625-001-03-2	Preclinical
AMG900	Aurora kinase inhibitor	AURKA, AURKB, AURKC			Selleck	92.61	BRD-K21728777-001-02-3	Phase 1
AMI-1	protein arginine N-methyltransferase inhibitor	PRMT1			ChemBridge	83.1	BRD-K75114721-304-02-6	Preclinical
amibegron	adrenergic receptor agonist	ADRB3			Tocris, Sigma	97.85	BRD-K24610819-003-02-6, BRD-K24610819-003-01-8	Phase 3
amidopyrine	analgesic agent		dermatology	dermatitis herpetiformis (DH)	MicroSource, Selleck, Selleck	94.77	BRD-K12568846-001-15-3, BRD-K12568846-001-14-6, BRD-K12568846-001-16-1	Launched
amifampridine	potassium channel blocker		neurology/psychiatry	Lambert-Eaton myasthenic syndrome (LEMS)	MedChemEx	89.6	BRD-K80262108-001-07-0	Launched
amiflamine	monoamine oxidase inhibitor	MAOA, SLC6A2			Enamine	69.64	BRD-A19401019-001-01-3	Phase 1
amifostine	reducing agent	ALPPL2, ENPP1	nephrology	renal toxicity	MicroSource	0	BRD-K73947551-001-04-4	Launched
amikacin	bacterial 30S ribosomal subunit inhibitor		infectious disease	gram-negative bacterial infections	Selleck, MicroSource, Selleck, Selleck, Selleck	100	BRD-A01603276-001-02-0, BRD-A30051119-002-01-8, BRD-K88043978-315-02-8, BRD-K88043978-315-03-6, BRD-A01603276-001-01-2	Launched
amiloride	sodium channel blocker	AOC1, ASIC1, ASIC2, ASIC3, PKD2, PKD2L1, PLAU, SCNN1A, SCNN1B, SCNN1D, SCNN1G, SLC9A1, TRPC7, TRPV2	cardiology	hypertension, congestive heart failure	MicroSource, Selleck, Selleck, Tocris	99.74	BRD-K97181089-003-24-7, BRD-K97181089-310-06-3, BRD-K97181089-003-22-1, BRD-K97181089-003-23-9	Launched
amineptine	dopamine receptor agonist	SLC6A2, SLC6A4			MedChemEx	97.45	BRD-K24219278-001-01-6	Withdrawn
aminocaproic-acid	plasminogen activator inhibitor	LPA, PLAT, PLG	hematology	fibrinolytic bleeding	Selleck, MicroSource, Selleck	100	BRD-K64931368-001-14-1, BRD-K64931368-003-01-4, BRD-K64931368-001-13-3	Launched
aminoglutethimide	glucocorticoid receptor antagonist	CYP11A1, CYP19A1	endocrinology, oncology	Cushing's syndrome, breast cancer	MicroSource, Selleck, Selleck	93.51	BRD-A25234499-001-18-3, BRD-A25234499-001-19-1, BRD-A25234499-001-17-5	Launched
aminoguanidine	nitric oxide synthase inhibitor	NOS2			MicroSource, Tocris	100	BRD-K25114078-003-08-1, BRD-K25114078-003-07-3	Phase 3
aminohydroxybutyric-acid			neurology/psychiatry	epilepsy	MicroSource	78.63	BRD-A40777960-001-04-2	Launched
aminolevulinic-acid-benzyl-ester					ChemImpex	94.33	BRD-K59998349-003-01-4	Phase 1
aminomethyltransferase	nitric oxide synthase inhibitor	NOS2			Tocris	92.48	BRD-A28318179-003-08-5	Preclinical
aminopentamide	acetylcholine receptor antagonist	CHRM1	gastroenterology	acute abdominal visceral spasm, hypertrophic gastritis (GHG), nausea	MicroSource	97.37	BRD-A69917777-065-02-2	Launched
aminophylline	adenosine receptor antagonist	ADORA1, ADORA2A, ADORA2B, ADORA3, HDAC2, PDE3A, PDE3B, PDE4A, PDE4B, PDE4C, PDE4D	pulmonary	asthma, bronchitis, emphysema	Key, Selleck	97.33	BRD-K97799481-205-02-7, BRD-K97799481-230-01-7	Launched
aminopterin	dihydrofolate reductase inhibitor	DHFR, SLC46A1			MicroSource, Sigma	0	BRD-K87544030-001-02-8, BRD-K87544030-001-01-0	Phase 3
aminopurvalanol-a	CDK inhibitor, tyrosine kinase inhibitor	CDK1, CDK2, CDK5, CDK6			Tocris, Tocris	94.83	BRD-K07762753-001-05-1, BRD-K07762753-001-04-4	Preclinical
aminosalicylate	cyclooxygenase inhibitor	ALOX5, CHUK, PLA2G2E, PTGS1, PTGS2	gastroenterology	inflammatory bowel disease, ulcerative colitis	MicroSource, Selleck, Selleck	97.87	BRD-K80267133-001-17-7, BRD-K80267133-001-18-5, BRD-K80267133-001-19-3	Launched
aminothiadiazole	inosine monophosphate dehydrogenase inhibitor	ADORA3, IMPDH1			Enamine, Vitas-M	0	BRD-K94837153-001-02-8, BRD-K94837153-001-01-0	Phase 2
aminothiazole	cyclin D inhibitor	NOS2			MicroSource, Selleck, Selleck	98.31	BRD-K13421763-001-06-2, BRD-K13421763-001-05-4, BRD-K13421763-001-07-0	Preclinical
amiodarone	potassium channel blocker	ADRB1, CACNA1H, CACNA2D2, KCNA7, KCNH2	cardiology	ventricular arrhythmias	MicroSource, Selleck, Selleck	91.22	BRD-K17561142-003-33-3, BRD-K17561142-003-35-8, BRD-K17561142-003-32-5	Launched
amiprilose	CD antagonist				Prestwick	96.74	BRD-K97643133-003-09-3	Phase 3
amisulpride	dopamine receptor antagonist	DRD2, DRD3, HTR2A, HTR7	neurology/psychiatry	psychosis, bipolar disorder, schizophrenia	Selleck, Tocris	94.44	BRD-A60197193-001-13-8, BRD-A60197193-001-14-6	Launched
amitifadine	serotonin transporter (SERT) inhibitor	SLC6A2, SLC6A3, SLC6A4			TygerSci	97.84	BRD-A68942014-003-01-7	Phase 3
amitraz	adrenergic receptor agonist	ADRA1A, ADRA2A	infectious disease	generalized demodicosis	MicroSource	0.09	BRD-K33335792-001-04-0	Launched
amitriptyline	norepinephrine inhibitor, norepinephrine reuptake inhibitor, serotonin receptor antagonist, serotonin–norepinephrine reuptake inhibitor (SNRI)	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, HRH1, HRH2, HRH4, HTR1A, HTR1B, HTR1D, HTR2A, HTR2C, HTR6, HTR7, KCNA1, KCND2, KCND3, KCNQ2, KCNQ3, NTRK1, NTRK2, OPRD1, OPRK1, OPRM1, SIGMAR1, SLC6A2, SLC6A4	neurology/psychiatry	depression	MicroSource, Selleck	98.47	BRD-K53737926-003-27-8, BRD-K53737926-003-25-2	Launched
amlexanox	histamine receptor modulator	FGF1, IL3, PDE4A, PDE4B, PDE4C, PDE4D, S100A12, S100A13	dental, pulmonary, ophthalmology, allergy	aphthous ulcers, asthma, conjunctivitis, allergic rhinitis	MicroSource, Tocris	99.58	BRD-K29530284-001-06-2, BRD-K29530284-001-07-0	Launched
amlodipine	calcium channel blocker	CA1, CACNA1B, CACNA1C, CACNA1D, CACNA1F, CACNA1S, CACNA2D1, CACNA2D3, CACNB1, CACNB2, SMPD1	cardiology	hypertension, chronic stable angina, vasospastic angina, coronary artery disease (CAD)	MicroSource, Tocris, Selleck, Tocris, Selleck, Selleck	92.46	BRD-A22032524-074-09-9, BRD-A22032524-074-07-3, BRD-A22032524-001-03-5, BRD-A22032524-074-10-7, BRD-A22032524-074-06-5, BRD-A22032524-001-05-0	Launched
ammonium-glycyrrhizinate	thrombin inhibitor	HSD11B1, HSD11B2, SLCO1B1, SLCO1B3	dermatology	cosmetic	Selleck, Selleck	97.01	BRD-K15318383-201-01-5, BRD-K15318383-001-01-9	Launched
ammonium-lactate		HCAR1	dermatology	xerosis cutis, ichthyosis vulgaris	MicroSource	0	BRD-M29182745-001-01-4	Launched
ammonium-perfluorocaprylate	Pim kinase inhibitor	PIM1			Enamine	54.3	BRD-K32531356-001-01-9	Phase 1
AMN-082	glutamate receptor modulator	GRM7			Tocris, Tocris	91.79	BRD-K23335153-300-02-5, BRD-K23335153-300-03-3	Preclinical
amodiaquine	histamine receptor agonist	HNMT	infectious disease	malaria	Prestwick, MicroSource	98.24	BRD-K91290917-336-05-3, BRD-K91290917-300-01-8	Launched
amonafide	topoisomerase inhibitor	TOP2A, TOP2B			Selleck	90.78	BRD-K56334280-001-05-1	Phase 3
amorolfine	membrane integrity inhibitor		infectious disease	onychomycosis	Selleck, MicroSource	96.04	BRD-A37390343-003-02-7, BRD-A37390343-003-03-5	Launched
amoxapine	norepinephrine reputake inhibitor	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, DRD5, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, HRH1, HRH4, HTR1A, HTR1B, HTR2A, HTR2B, HTR2C, HTR3A, HTR6, HTR7, SLC6A2, SLC6A3, SLC6A4	neurology/psychiatry	depression	MicroSource, Selleck, Selleck	96.84	BRD-K02265150-001-26-5, BRD-K02265150-001-25-7, BRD-K02265150-001-27-3	Launched
amoxicillin	penicillin binding protein inhibitor	CYP2C19, SLC15A1, SLC15A2, SLC22A6	infectious disease, gastroenterology	skin infections, duodenal ulcer disease, gonorrhea, ear infections, throat infections, genitourinary tract infections, respiratory tract infections	MedChemEx, MicroSource, Selleck, Selleck, Selleck, Selleck	96.19	BRD-K55044200-236-03-1, BRD-K55044200-001-16-1, BRD-K55044200-236-02-3, BRD-K55044200-236-04-9, BRD-K55044200-001-15-3, BRD-K55044200-001-14-6	Launched
AMPA-(RS)	glutamate receptor agonist	GRIN1			Tocris, Tocris	86.94	BRD-A34716233-004-03-5, BRD-A34716233-001-02-3	Preclinical
AMPA-(S)	glutamate receptor agonist	GRIN1			Tocris	87.14	BRD-K92493880-001-03-0	Preclinical
ampalex	glutamate receptor agonist	GRIA1, GRIA2, GRIA3, GRIA4			MedChemEx	99.54	BRD-K24771047-001-01-6	Phase 2
amperozide	dopamine receptor antagonist	FAAH, HTR2A	neurology/psychiatry	psychosis	Enzo	98.96	BRD-K52397688-003-06-4	Launched
amphotericin-b	membrane permeability enhancer		infectious disease	fungal infection	Selleck, MicroSource, MedChemEx, Selleck	74.84	BRD-K27352494-001-03-6, BRD-K27352494-001-04-4, BRD-K27352494-001-05-1, BRD-K27352494-001-06-9	Launched
ampicillin	bacterial cell wall synthesis inhibitor		infectious disease	respiratory tract infections, meningitis, bacterial septicemia, endocarditis, urinary tract infections, gastrointestinal infections	MedChemEx, Selleck, MicroSource, Selleck, MedChemEx, Sigma, Selleck, Selleck	84.41	BRD-K68432770-236-24-9, BRD-K68432770-236-21-5, BRD-K68432770-236-20-7, BRD-K68432770-236-19-9, BRD-K68432770-236-23-1, BRD-K68432770-236-22-3, BRD-K68432770-341-07-2, BRD-K68432770-341-05-6	Launched
ampiroxicam	cyclooxygenase inhibitor	PTGS1, PTGS2	neurology/psychiatry	pain relief	MedChemEx, MedChemEx, MicroSource, Selleck, Selleck	78.57	BRD-A39172021-001-14-5, BRD-A39172021-001-13-7, BRD-A39172021-001-10-3, BRD-A39172021-001-09-5, BRD-A39172021-001-11-1	Launched
amprenavir	HIV protease inhibitor		infectious disease	human immunodeficiency virus (HIV-1)	Selleck	95.63	BRD-K47827687-001-02-2	Launched
amprolium	thiamine uptake blocker		infectious disease	coccidiosis	Selleck, MicroSource	95.82	BRD-K90027121-300-13-2, BRD-K90027121-003-01-7	Launched
ampyrone	cyclooxygenase inhibitor				Prestwick	70.49	BRD-K20484910-001-14-7	Preclinical
amrinone	phosphodiesterase inhibitor	PDE3A, PDE3B, PDE4B, TNF	cardiology	congestive heart failure	MicroSource	92.25	BRD-K45924332-001-16-8	Launched
amrubicin	topoisomerase inhibitor	TOP2A, TOP2B	oncology	small cell lung cancer, small cell lung cancer	MedChemEx, MedChemEx	74.78	BRD-K13843533-001-02-5, BRD-K13843533-001-01-7	Launched
amsacrine	topoisomerase inhibitor	KCNH2, TOP2A	hematologic malignancy	acute lymphoblastic leukemia (ALL), acute lymphoblastic leukemia (ALL)	MicroSource, Enzo	95.69	BRD-K68346641-001-02-2, BRD-K68346641-001-01-4	Launched
